Unnamed: 0,1. Wikipedia movie ID,2. Freebase movie ID,3. Movie name,4. Movie release date,5. Movie box office revenue,6. Movie runtime,7. Movie languages (Freebase ID:name tuples),8. Movie countries (Freebase ID:name tuples),9. Movie genres (Freebase ID:name tuples),bechdel_score,Entity,Year,Code,Human Development Index,Gender Inequality Index
47262,13800782,/m/03cjn96,Sword of the Stranger,2007-09-29,,102.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03k9fj"": ""Adventure"", ""/m/0hcr"": ""Animation"", ""/m/0jxy"": ""Anime"", ""/m/02qqtlj"": ""Samurai cinema"", ""/m/02kdv5l"": ""Action""}",3,Japan,2007,JPN,0.895,0.129
47263,29680525,/m/0bvpw63,He Died With A Felafel In His Hand,2001-08-30,,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/03rjj"": ""Italy"", ""/m/0chghy"": ""Australia"", ""/m/0ctw_b"": ""New Zealand""}","{""/m/0vgkd"": ""Black comedy"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/0219x_"": ""Indie""}",3,Italy,2001,ITA,0.849,0.189
47263,29680525,/m/0bvpw63,He Died With A Felafel In His Hand,2001-08-30,,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/03rjj"": ""Italy"", ""/m/0chghy"": ""Australia"", ""/m/0ctw_b"": ""New Zealand""}","{""/m/0vgkd"": ""Black comedy"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/0219x_"": ""Indie""}",3,Australia,2001,AUS,0.9,0.15
47263,29680525,/m/0bvpw63,He Died With A Felafel In His Hand,2001-08-30,,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/03rjj"": ""Italy"", ""/m/0chghy"": ""Australia"", ""/m/0ctw_b"": ""New Zealand""}","{""/m/0vgkd"": ""Black comedy"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/0219x_"": ""Indie""}",3,New Zealand,2001,NZL,0.894,0.178
47310,28984353,/m/0dgpwnk,This Must Be the Place,2011-05-20,11647000.0,123.0,"{""/m/03hkp"": ""Hebrew Language"", ""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/03rjj"": ""Italy"", ""/m/03rt9"": ""Ireland""}","{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",1,France,2011,FRA,0.881,0.126
47310,28984353,/m/0dgpwnk,This Must Be the Place,2011-05-20,11647000.0,123.0,"{""/m/03hkp"": ""Hebrew Language"", ""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/03rjj"": ""Italy"", ""/m/03rt9"": ""Ireland""}","{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",1,Italy,2011,ITA,0.885,0.119
47310,28984353,/m/0dgpwnk,This Must Be the Place,2011-05-20,11647000.0,123.0,"{""/m/03hkp"": ""Hebrew Language"", ""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/03rjj"": ""Italy"", ""/m/03rt9"": ""Ireland""}","{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",1,Ireland,2011,IRL,0.902,0.14
47439,30352981,/m/0g5q_75,Flight,2009-12-03,,,{},"{""/m/06qd3"": ""South Korea""}","{""/m/02kdv5l"": ""Action"", ""/m/01lrrt"": ""Melodrama"", ""/m/07s9rl0"": ""Drama""}",3,South Korea,2009,KOR,0.877,0.113
47476,34135810,/m/0hrdfny,Captive,2012-02-12,,120.0,"{""/m/07qv_"": ""Tagalog language"", ""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/05v8c"": ""Philippines"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/07s9rl0"": ""Drama""}",3,France,2012,FRA,0.882,0.111
47476,34135810,/m/0hrdfny,Captive,2012-02-12,,120.0,"{""/m/07qv_"": ""Tagalog language"", ""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/05v8c"": ""Philippines"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/07s9rl0"": ""Drama""}",3,Philippines,2012,PHL,0.685,0.455
47476,34135810,/m/0hrdfny,Captive,2012-02-12,,120.0,"{""/m/07qv_"": ""Tagalog language"", ""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/05v8c"": ""Philippines"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/07s9rl0"": ""Drama""}",3,United Kingdom,2012,GBR,0.909,0.162
47476,34135810,/m/0hrdfny,Captive,2012-02-12,,120.0,"{""/m/07qv_"": ""Tagalog language"", ""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/05v8c"": ""Philippines"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/07s9rl0"": ""Drama""}",3,Germany,2012,DEU,0.933,0.087
47489,7031132,/m/0h14ln,Perfume: The Story of a Murderer,2006-09-07,135039943.0,145.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06mkj"": ""Spain"", ""/m/0f8l9c"": ""France"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03q4nz"": ""World cinema"", ""/m/09blyk"": ""Psychological thriller"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/02l7c8"": ""Romance Film""}",3,Spain,2006,ESP,0.856,0.125
47489,7031132,/m/0h14ln,Perfume: The Story of a Murderer,2006-09-07,135039943.0,145.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06mkj"": ""Spain"", ""/m/0f8l9c"": ""France"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03q4nz"": ""World cinema"", ""/m/09blyk"": ""Psychological thriller"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/02l7c8"": ""Romance Film""}",3,France,2006,FRA,0.87,0.157
47489,7031132,/m/0h14ln,Perfume: The Story of a Murderer,2006-09-07,135039943.0,145.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06mkj"": ""Spain"", ""/m/0f8l9c"": ""France"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03q4nz"": ""World cinema"", ""/m/09blyk"": ""Psychological thriller"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/02l7c8"": ""Romance Film""}",3,Germany,2006,DEU,0.917,0.105
47631,5698250,/m/0d_r5g,Libertarias,1996,,202.0,"{""/m/06nm1"": ""Spanish Language""}","{""/m/06mkj"": ""Spain""}","{""/m/02p0szs"": ""Historical fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/03mqtr"": ""Political drama"", ""/m/082gq"": ""War film""}",3,Spain,1996,ESP,0.802,0.141
47744,1091346,/m/0456zg,Alfie,2004-10-22,35150546.0,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0gsy3b"": ""Sex comedy"", ""/m/0jdm8"": ""Remake"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",1,United Kingdom,2004,GBR,0.889,0.205
47749,32274453,/m/0gy1h8y,Screwed in Tallinn,1999,,60.0,{},"{""/m/0d0vqn"": ""Sweden""}","{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",3,Sweden,1999,SWE,0.899,0.059
47775,32142896,/m/0gw_qph,Comes a Bright Day,2012,,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/02l7c8"": ""Romance Film""}",0,United Kingdom,2012,GBR,0.909,0.162
47786,1025150,/m/0fq7dv_,Saw,2004-01-19,103000000.0,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/01585b"": ""Slasher""}",2,Australia,2004,AUS,0.908,0.136
47793,28070112,/m/0cm9jw2,Oranges and Sunshine,2010-10-08,,,"{""/m/02h40lc"": ""English Language""}","{""/m/0chghy"": ""Australia"", ""/m/07ssc"": ""United Kingdom""}","{""/m/07s9rl0"": ""Drama""}",3,Australia,2010,AUS,0.923,0.136
47793,28070112,/m/0cm9jw2,Oranges and Sunshine,2010-10-08,,,"{""/m/02h40lc"": ""English Language""}","{""/m/0chghy"": ""Australia"", ""/m/07ssc"": ""United Kingdom""}","{""/m/07s9rl0"": ""Drama""}",3,United Kingdom,2010,GBR,0.912,0.179
47799,1253851,/m/04mgt3,Cursed,2004-11-07,29621722.0,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy""}",3,Germany,2004,DEU,0.914,0.107
47810,13023421,/m/02z3rqk,"Definitely, Maybe",2008-02-07,55447968.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",3,France,2008,FRA,0.873,0.133
47810,13023421,/m/02z3rqk,"Definitely, Maybe",2008-02-07,55447968.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",3,United Kingdom,2008,GBR,0.9,0.197
47863,11760799,/m/02rrd5b,Blindness,2008-09-12,19600000.0,121.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07twz"": ""Uruguay"", ""/m/015fr"": ""Brazil"", ""/m/03_3d"": ""Japan"", ""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/09blyk"": ""Psychological thriller""}",3,Uruguay,2008,URY,0.774,0.342
47863,11760799,/m/02rrd5b,Blindness,2008-09-12,19600000.0,121.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07twz"": ""Uruguay"", ""/m/015fr"": ""Brazil"", ""/m/03_3d"": ""Japan"", ""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/09blyk"": ""Psychological thriller""}",3,Brazil,2008,BRA,0.715,0.461
47863,11760799,/m/02rrd5b,Blindness,2008-09-12,19600000.0,121.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07twz"": ""Uruguay"", ""/m/015fr"": ""Brazil"", ""/m/03_3d"": ""Japan"", ""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/09blyk"": ""Psychological thriller""}",3,Japan,2008,JPN,0.895,0.128
47863,11760799,/m/02rrd5b,Blindness,2008-09-12,19600000.0,121.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07twz"": ""Uruguay"", ""/m/015fr"": ""Brazil"", ""/m/03_3d"": ""Japan"", ""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/09blyk"": ""Psychological thriller""}",3,Canada,2008,CAN,0.91,0.143
47864,27962796,/m/0ch4_xx,Aftershock,2010-07-22,,128.0,"{""/m/0653m"": ""Standard Mandarin""}","{""/m/0d05w3"": ""China""}","{""/m/01jfsb"": ""Thriller"", ""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/06l3bl"": ""Epic"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action"", ""/m/0gw5qqq"": ""Chinese Movies""}",3,China,2010,CHN,0.691,0.253
47892,8615445,/m/027b3g5,They,1993-11-14,,100.0,{},"{""/m/0f8l9c"": ""France"", ""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror""}",3,France,1993,FRA,0.809,0.21
47897,2208902,/m/06w1m_,WiseGirls,2002-01-13,,96.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/0219x_"": ""Indie"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/02kdv5l"": ""Action""}",3,Canada,2002,CAN,0.894,0.14
47897,2208902,/m/06w1m_,WiseGirls,2002-01-13,,96.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/0219x_"": ""Indie"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/02kdv5l"": ""Action""}",3,United Kingdom,2002,GBR,0.873,0.209
47931,24913134,/m/09gj5bl,4.3.2.1,2010-06-02,,117.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/04btyz"": ""Heist"", ""/m/02wtdps"": ""Crime Thriller""}",3,United Kingdom,2010,GBR,0.912,0.179
47938,1904012,/m/0651nl,Broken Flowers,2005-08-05,46720491.0,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France""}","{""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/04228s"": ""Road movie""}",3,France,2005,FRA,0.866,0.157
47950,15287430,/m/03hp3wz,M,2007-09-10,2929249.0,109.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/06qd3"": ""South Korea""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",3,South Korea,2007,KOR,0.871,0.107
47970,31949635,/m/0crrljk,Wuthering Heights,1998,,112.0,{},"{""/m/07ssc"": ""United Kingdom""}","{""/m/015w9s"": ""Television movie"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",2,United Kingdom,1998,GBR,0.848,0.24
48021,2018960,/m/06fhmt,The Curse of the Jade Scorpion,2001-08-24,18914307.0,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/01jfsb"": ""Thriller"", ""/m/028v3"": ""Detective fiction"", ""/m/0219x_"": ""Indie"", ""/m/0vjs6"": ""Detective"", ""/m/06qm3"": ""Screwball comedy"", ""/m/0hj3nyp"": ""Workplace Comedy"", ""/m/02n4kr"": ""Mystery"", ""/m/01z4y"": ""Comedy"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02l7c8"": ""Romance Film""}",3,Germany,2001,DEU,0.896,0.129
48052,8012981,/m/026njb5,Red Road,2006-05-20,,110.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0k6nt"": ""Denmark"", ""/m/07ssc"": ""United Kingdom"", ""/m/06q1r"": ""Scotland""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0219x_"": ""Indie"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/02js9"": ""Erotica""}",3,Denmark,2006,DNK,0.91,0.056
48052,8012981,/m/026njb5,Red Road,2006-05-20,,110.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0k6nt"": ""Denmark"", ""/m/07ssc"": ""United Kingdom"", ""/m/06q1r"": ""Scotland""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0219x_"": ""Indie"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/02js9"": ""Erotica""}",3,United Kingdom,2006,GBR,0.894,0.199
48060,2005355,/m/06dfq2,Disturbing Behavior,1998-07-24,17514980.0,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia""}","{""/m/01jfsb"": ""Thriller"", ""/m/08w0_f"": ""Albino bias"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/02b5_l"": ""Teen""}",1,Australia,1998,AUS,0.891,0.169
48076,1380847,/m/04y338,Wrong Turn,2003-05-18,28650575.0,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen"", ""/m/0b7z1vt"": ""Road-Horror""}",3,Germany,2003,DEU,0.905,0.114
48080,104916,/m/0q9b0,Man on the Moon,1999-12-22,47434430.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03_3d"": ""Japan"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/017fp"": ""Biography"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/03bxz7"": ""Biographical film""}",1,Japan,1999,JPN,0.872,0.155
48080,104916,/m/0q9b0,Man on the Moon,1999-12-22,47434430.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03_3d"": ""Japan"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/017fp"": ""Biography"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/03bxz7"": ""Biographical film""}",1,United Kingdom,1999,GBR,0.855,0.236
48080,104916,/m/0q9b0,Man on the Moon,1999-12-22,47434430.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03_3d"": ""Japan"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/017fp"": ""Biography"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/03bxz7"": ""Biographical film""}",1,Germany,1999,DEU,0.884,0.127
48110,36454546,/m/02q8r2w,Northanger Abbey,2007-03-25,,120.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/015w9s"": ""Television movie"", ""/m/04xvh5"": ""Costume drama"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",3,United Kingdom,2007,GBR,0.897,0.197
48174,6504302,/m/0g7xlb,Brothers,2004-08-27,,110.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/0swlx"": ""Pashto language"", ""/m/02h40lc"": ""English Language"", ""/m/0295r"": ""Danish Language""}","{""/m/0d0vqn"": ""Sweden"", ""/m/0k6nt"": ""Denmark"", ""/m/07ssc"": ""United Kingdom"", ""/m/05b4w"": ""Norway""}","{""/m/07s9rl0"": ""Drama"", ""/m/02n4lw"": ""Art film"", ""/m/03q4nz"": ""World cinema"", ""/m/082gq"": ""War film""}",3,Sweden,2004,SWE,0.9,0.048
48174,6504302,/m/0g7xlb,Brothers,2004-08-27,,110.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/0swlx"": ""Pashto language"", ""/m/02h40lc"": ""English Language"", ""/m/0295r"": ""Danish Language""}","{""/m/0d0vqn"": ""Sweden"", ""/m/0k6nt"": ""Denmark"", ""/m/07ssc"": ""United Kingdom"", ""/m/05b4w"": ""Norway""}","{""/m/07s9rl0"": ""Drama"", ""/m/02n4lw"": ""Art film"", ""/m/03q4nz"": ""World cinema"", ""/m/082gq"": ""War film""}",3,Denmark,2004,DNK,0.906,0.055
48174,6504302,/m/0g7xlb,Brothers,2004-08-27,,110.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/0swlx"": ""Pashto language"", ""/m/02h40lc"": ""English Language"", ""/m/0295r"": ""Danish Language""}","{""/m/0d0vqn"": ""Sweden"", ""/m/0k6nt"": ""Denmark"", ""/m/07ssc"": ""United Kingdom"", ""/m/05b4w"": ""Norway""}","{""/m/07s9rl0"": ""Drama"", ""/m/02n4lw"": ""Art film"", ""/m/03q4nz"": ""World cinema"", ""/m/082gq"": ""War film""}",3,United Kingdom,2004,GBR,0.889,0.205
48174,6504302,/m/0g7xlb,Brothers,2004-08-27,,110.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/0swlx"": ""Pashto language"", ""/m/02h40lc"": ""English Language"", ""/m/0295r"": ""Danish Language""}","{""/m/0d0vqn"": ""Sweden"", ""/m/0k6nt"": ""Denmark"", ""/m/07ssc"": ""United Kingdom"", ""/m/05b4w"": ""Norway""}","{""/m/07s9rl0"": ""Drama"", ""/m/02n4lw"": ""Art film"", ""/m/03q4nz"": ""World cinema"", ""/m/082gq"": ""War film""}",3,Norway,2004,NOR,0.927,0.071
48199,30005881,/m/0fqlt88,Hostel,2011,,125.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",1,India,2011,IND,0.588,0.576
48204,32913943,/m/0fpmjt1,Circumstance,2011-01,454121.0,107.0,"{""/m/064_8sq"": ""French Language"", ""/m/032f6"": ""Persian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/03shp"": ""Iran""}","{""/m/0hn10"": ""LGBT"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",3,France,2011,FRA,0.881,0.126
48204,32913943,/m/0fpmjt1,Circumstance,2011-01,454121.0,107.0,"{""/m/064_8sq"": ""French Language"", ""/m/032f6"": ""Persian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/03shp"": ""Iran""}","{""/m/0hn10"": ""LGBT"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",3,Iran,2011,IRN,0.754,0.527
48332,13485985,/m/03c6xyy,"Angus, Thongs and Perfect Snogging",2008-07-25,,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/02b5_l"": ""Teen""}",3,United Kingdom,2008,GBR,0.9,0.197
48335,6117093,/m/0fqzfw,Mad About Mambo,2000,65283.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03rt9"": ""Ireland"", ""/m/07ssc"": ""United Kingdom""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/01z02hx"": ""Sports"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/02b5_l"": ""Teen""}",1,Ireland,2000,IRL,0.847,0.202
48335,6117093,/m/0fqzfw,Mad About Mambo,2000,65283.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03rt9"": ""Ireland"", ""/m/07ssc"": ""United Kingdom""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/01z02hx"": ""Sports"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/02b5_l"": ""Teen""}",1,United Kingdom,2000,GBR,0.862,0.21
48361,15593618,/m/03mgx6z,Taken,2009-01-30,226830568.0,93.0,"{""/m/064_8sq"": ""French Language"", ""/m/012v8"": ""Albanian language"", ""/m/0jzc"": ""Arabic Language"", ""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/09blyk"": ""Psychological thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/0c3351"": ""Suspense"", ""/m/02kdv5l"": ""Action""}",3,France,2009,FRA,0.872,0.129
